species,country,year,variety,colour,processing_method,aroma,flavour,aftertaste,acidity,body,balance,uniformity,sweetness,moisture
Arabica,Mexico,2012,Caturra,Blue-Green,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,0.12
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,0.11
Arabica,Brazil,2012,Yellow Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,0.11
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,0.12
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,0.11
Arabica,Colombia,2011,,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,0.08
Arabica,Colombia,2010,,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,0.13
Arabica,Colombia,2010,,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,0.04
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,0.11
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,0.1
Arabica,Tanzania,2016,Bourbon,Green,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,0.12
Arabica,Peru,2017,,Green,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,0.11
Arabica,Vietnam,2017,Catimor,None,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,0.07
Arabica,Guatemala,2016,Caturra,Green,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,0.11
Arabica,Honduras,2016,Catuai,Blue-Green,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,0.11
Arabica,China,2015,Catimor,Green,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,0.11
Arabica,China,2015,Catimor,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,0.1
Arabica,El Salvador,2016,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,0.0
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,0.11
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,0.12
Arabica,Kenya,2014,SL28,Bluish-Green,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,0.1
Arabica,Thailand,2014,,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,0.13
Arabica,Colombia,2014,Caturra,,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,0.0
Arabica,Uganda,2014,SL14,Bluish-Green,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,0.1
Arabica,Colombia,2014,,Green,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,0.11
Arabica,Honduras,2013,Catuai,Green,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,0.1
Arabica,Honduras,2014,Caturra,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,0.11
Arabica,Guatemala,2014,Catuai,Green,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,0.09
Arabica,United States,2013,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,0.11
Arabica,Tanzania,2014,Bourbon,Green,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,0.12
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,0.11
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,None,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,0.12
Arabica,Mexico,2012,Pacamara,None,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,0.14
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,0.13
Arabica,Colombia,2012,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,0.11
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,0.12
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,0.11
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,9.33,0.0
Arabica,Brazil,2011,Mundo Novo,Blue-Green,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,0.12
Arabica,Brazil,2011,,,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,0.02
Arabica,El Salvador,2010,,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,10.0,0.14
Arabica,Ethiopia,,,,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,0.01
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,0.0
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,0.0
Arabica,Brazil,2015,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,0.11
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,0.0
Arabica,Taiwan,2015,Typica,Green,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,0.0
Arabica,Brazil,2015,Mundo Novo,Green,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,0.11
Arabica,Brazil,2014,Bourbon,Green,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,0.0
Arabica,Costa Rica,2014,Catuai,Green,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,0.1
Arabica,United States,2013,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,0.12
Arabica,Taiwan,2013,Typica,,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,0.1
Arabica,Mexico,2012,Other,,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,0.1
Arabica,United States,2012,Hawaiian Kona,,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,10.0,0.0
Arabica,United States,2012,Hawaiian Kona,Green,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,0.12
Arabica,Colombia,,Caturra,,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,0.01
Arabica,Colombia,2010,,,,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,0.08
Arabica,Indonesia,2010,,,,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,0.0
Arabica,Guatemala,,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,0.02
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,0.0
Arabica,Brazil,2016,Bourbon,Green,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,0.11
Arabica,Brazil,2016,Bourbon,Bluish-Green,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,0.11
Arabica,Uganda,2015,Bourbon,Green,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,0.12
Arabica,Uganda,2015,Bourbon,Green,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,0.12
Arabica,Colombia,2016,,Green,,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,0.11
Arabica,Vietnam,2014,Caturra,Green,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,0.0
Arabica,Guatemala,2015,Catuai,Green,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,0.11
Arabica,Guatemala,2015,Catuai,Green,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,0.11
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,0.11
Arabica,Brazil,2014,Catuai,Green,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,0.0
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,0.08
Arabica,Uganda,2013,SL14,Green,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,0.12
Arabica,United States,2013,Other,Bluish-Green,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,9.33,0.0
Arabica,Guatemala,2014,Bourbon,Green,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,0.1
Arabica,Costa Rica,2013,Catuai,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,0.11
Arabica,Brazil,2013,Yellow Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,0.12
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Green,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Green,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,0.11
Arabica,Colombia,2012,Arusha,,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,0.11
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,0.1
Arabica,Colombia,2011,Caturra,Bluish-Green,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,0.12
Arabica,Thailand,2011,,,,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,0.28
Arabica,Colombia,,,,,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,0.08
Arabica,United States,,,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,0.0
Arabica,United States,,,,,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,0.0
Arabica,Colombia,2011,,,,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,0.06
Arabica,Nicaragua,2009,Caturra,,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,0.07
Arabica,Thailand,,,,,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,0.0
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,0.0
Arabica,El Salvador,2017,Bourbon,Green,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,9.33,0.0
Arabica,Colombia,2017,Caturra,Green,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,0.11
Arabica,Taiwan,2016,Caturra,Green,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,0.09
Arabica,Ethiopia,2016,Ethiopian Heirlooms,Bluish-Green,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,0.0
Arabica,Taiwan,2014,Typica,Green,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,0.0
Arabica,Philippines,2015,Other,Blue-Green,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,0.11
Arabica,Philippines,2014,Other,Bluish-Green,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,0.0
Arabica,Mexico,2015,Typica,Blue-Green,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,0.13
Arabica,Mexico,2015,Bourbon,Bluish-Green,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,0.12
Arabica,Brazil,2014,Moka Peaberry,Green,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,0.11
Arabica,Uganda,2013,SL14,Green,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,0.12
Arabica,Uganda,2013,SL14,Green,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,0.12
Arabica,Guatemala,2014,Bourbon,Green,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1
Arabica,Guatemala,2014,Caturra,Green,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,0.1
Arabica,Guatemala,2012,,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,0.1
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Bluish-Green,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,0.0
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,0.11
Arabica,Colombia,2013,Other,Green,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,0.1
Arabica,Vietnam,2012,Other,None,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,0.0
Arabica,Mexico,2012,Typica,Green,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,0.14
Arabica,United States,2012,Hawaiian Kona,Green,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,0.1
Arabica,Colombia,,,,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,0.15
Arabica,Thailand,,,,,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,0.0
Arabica,Kenya,2017,SL28,Green,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,0.1
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,0.11
Arabica,Brazil,2015,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,0.11
Arabica,El Salvador,2016,Pacas,Green,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,0.0
Arabica,Rwanda,2015,Bourbon,Bluish-Green,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,0.11
Arabica,Vietnam,2014,Other,Green,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,0.11
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,0.11
Arabica,Brazil,2015,Catuai,Green,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,0.12
Arabica,Colombia,2014,Other,,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,0.0
Arabica,United States,2014,Other,,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,0.0
Arabica,Guatemala,2014,Bourbon,Green,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,0.1
Arabica,Colombia,2013,Typica,Green,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,0.11
Arabica,Tanzania,2012,Arusha,Green,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,0.11
Arabica,Mexico,2012,Caturra,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,0.12
Arabica,Mexico,2012,Bourbon,Blue-Green,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,0.12
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,0.11
Arabica,El Salvador,2010,,,,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,0.0
Arabica,Guatemala,,Caturra,Green,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,0.1
Arabica,Guatemala,2017,Caturra,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,0.11
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,0.11
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,0.1
Arabica,Indonesia,2017,Sulawesi,Blue-Green,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,0.12
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,0.12
Arabica,Taiwan,2016,Yellow Bourbon,Green,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,0.0
Arabica,El Salvador,2017,Bourbon,,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,0.0
Arabica,Costa Rica,2016,Caturra,Bluish-Green,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,0.09
Arabica,Honduras,2017,Caturra,Green,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,0.09
Arabica,Brazil,2015,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,0.11
Arabica,China,2015,Catimor,Green,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,0.1
Arabica,China,2015,Catimor,Green,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,0.11
Arabica,Colombia,2014,Caturra,Blue-Green,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,0.0
Arabica,Malawi,2014,Gesha,Bluish-Green,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,0.12
Arabica,Guatemala,2014,Pacas,Green,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,0.13
Arabica,Colombia,2014,Typica,Green,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,0.12
Arabica,United States,2013,Hawaiian Kona,Blue-Green,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,0.1
Arabica,United States,2013,Hawaiian Kona,Green,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,10.0,0.1
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,0.1
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,0.12
Arabica,Colombia,2012,Caturra,Blue-Green,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Green,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,0.12
Arabica,Panama,2012,Catuai,Green,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,0.0
Arabica,United States,,,,,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,0.0
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,0.0
Arabica,Brazil,2016,Bourbon,Bluish-Green,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,0.11
Arabica,Laos,2015,Catimor,Bluish-Green,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,0.13
Arabica,El Salvador,2016,Pacas,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,9.33,0.0
Arabica,Mexico,2016,,Green,,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,0.11
Arabica,Colombia,2015,,Green,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,0.0
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,0.0
Arabica,Brazil,2014,Catuai,,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,0.12
Arabica,Tanzania,2014,Bourbon,Green,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,0.12
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,0.08
Arabica,Mexico,2014,Typica,Green,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,0.11
Arabica,Uganda,2013,SL14,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,0.12
Arabica,Taiwan,2013,Typica,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Thailand,2013,Caturra,Bluish-Green,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,0.11
Arabica,Colombia,2012,Caturra,Bluish-Green,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,0.11
Arabica,El Salvador,2012,Other,None,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,9.33,0.0
Arabica,Guatemala,2012,Caturra,Green,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,0.11
Arabica,Thailand,2012,Other,Bluish-Green,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,9.33,0.12
Arabica,Mexico,2012,Other,,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,0.12
Arabica,Colombia,2011,,Green,,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,0.11
Arabica,United States,,,,,7.83,7.67,7.5,7.67,7.5,7.58,10.0,9.33,0.03
Arabica,Mexico,2010,Blue Mountain,,,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,0.0
Arabica,Colombia,2010,,,,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,0.08
Arabica,Colombia,2009,,,,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,0.21
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,0.1
Arabica,Taiwan,2016,Typica,Green,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,0.11
Arabica,Brazil,2016,,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,0.11
Arabica,Taiwan,2016,,Blue-Green,,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,0.11
Arabica,Brazil,2016,,Green,,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,0.0
Arabica,Indonesia,2015,Typica,Blue-Green,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,0.13
Arabica,Thailand,2014,,Green,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,0.12
Arabica,Thailand,2014,Caturra,Blue-Green,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,0.12
Arabica,Uganda,2013,SL14,Green,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,0.12
Arabica,Costa Rica,2013,Catuai,Green,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,0.11
Arabica,Mexico,2014,,Green,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,0.0
Arabica,Guatemala,2012,,Blue-Green,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Blue-Green,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,0.11
Arabica,Colombia,2012,Caturra,,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,0.11
